,research_ID,date from,hour from,date to,hour to
0,23030597,16-03-2013,18:05:10,23-04-2013,08:25:11
1,23070600,06-03-2013,15:55:13,14-04-2013,10:40:08
2,23130842,03-03-2013,16:36:56,14-04-2013,06:45:11
3,23170836,08-03-2013,15:55:23,14-04-2013,06:10:22
4,23200607,26-02-2013,04:55:10,09-04-2013,05:55:12
5,23230847,18-02-2013,03:25:12,21-04-2013,06:10:19
