,research_ID,date from,hour from,date to,hour to
0,23030597,18-09-2012,13:00:09,16-03-2013,18:00:46
1,23070600,05-09-2012,03:30:12,06-03-2013,15:50:12
2,23130842,11-09-2012,13:25:16,03-03-2013,16:32:13
3,23170836,07-09-2012,09:41:40,08-03-2013,15:45:09
4,23200607,06-09-2012,04:10:12,26-02-2013,04:50:10
5,23230847,09-09-2012,08:16:16,18-02-2013,03:20:12
